lexicog.Entry	rdfs.label	lexinfo.note	lexicog.describes	lexicog.subComponent	skos.note
lexicogEntry:n0259	Velez’s entry for 'Ambigo'		lexicalEntry:n0259.e01		178. 31.
lexicogEntry:n0260	Velez’s entry for 'Ambitio'		lexicalEntry:n0260.e01		302. 27.
lexicogEntry:n0261	Velez’s entry for 'Ambitiosus'		lexicalEntry:n0261.e01		Ibidem.
lexicogEntry:n0262	Velez’s entry for 'Ambitus'		lexicalEntry:n0262.e01		Ibidem.
lexicogEntry:n0263	Velez’s entry for 'Ambitus'		lexicalEntry:n0263.e01		Ibidem.
lexicogEntry:n0264	Velez’s entry for 'Ambo'		lexicalEntry:n0264.e01		135. 32.
lexicogEntry:n0265	Velez’s entry for 'Ambulacrum'		lexicalEntry:n0265.e01		300. 29.
lexicogEntry:n0266	Velez’s entry for 'Ambulatio'		lexicalEntry:n0266.e01		125. 7.
lexicogEntry:n0267	Velez’s entry for 'Amen'		lexicalEntry:n0267.e01		364. 21.
lexicogEntry:n0268	Velez’s entry for 'Ames'		lexicalEntry:n0268.e01		145. 5.
lexicogEntry:n0269	Velez’s entry for 'Amicio'		lexicalEntry:n0269.e01		195. 15. & 235. 7.
lexicogEntry:n0270	Velez’s entry for 'Amicus'		lexicalEntry:n0270.e01		213. 2.
lexicogEntry:n0271	Velez’s entry for 'Amilcar'		lexicalEntry:n0271.e01		308. 8.
lexicogEntry:n0272	Velez’s entry for 'Amnis'		lexicalEntry:n0272.e01		128. 10.
lexicogEntry:n0273	Velez’s entry for 'Amo'		lexicalEntry:n0273.e01		27. 20. 249. 32.
lexicogEntry:n0274	Velez’s entry for 'Amoenus'		lexicalEntry:n0274.e01	lexicogComponent:n0274.e01_comp	212. 27. 215. 33.
lexicogEntry:n0275	Velez’s entry for 'Amomum'		lexicalEntry:n0275.e01		162. 9.
lexicogEntry:n0276	Velez’s entry for 'Amor'		lexicalEntry:n0276.e01		259. 33. & 2606.
lexicogEntry:n0277	Velez’s entry for 'Amoveo'		lexicalEntry:n0277.e01		236. 31.
lexicogEntry:n0278	Velez’s entry for 'Amphiaraides'		lexicalEntry:n0278.e01		353. 24.
lexicogEntry:n0279	Velez’s entry for 'Amphibolia'		lexicalEntry:n0279.e01		250. 6.
lexicogEntry:n0280	Velez’s entry for 'Amphitryoniades'		lexicalEntry:n0280.e01		355. 20.
lexicogEntry:n0281	Velez’s entry for 'Amplector'		lexicalEntry:n0281.e01	lexicogComponent:n0281.e01_comp	227. 27.
lexicogEntry:n0282	Velez’s entry for 'Ampliùs'		lexicalEntry:n0282.e01		269. 21.
lexicogEntry:n0283	Velez’s entry for 'Amussis'		lexicalEntry:n0283.e01	lexicogComponent:n0283.e11_comp, lexicogComponent:n0283.e12_comp	151. 11.
lexicogEntry:n0284	Velez’s entry for 'Amyntiades'		lexicalEntry:n0284.e01	lexicogComponent:n0284.e01_comp	352. 22.
lexicogEntry:n0285	Velez’s entry for 'An'		lexicalEntry:n0285.e01		321. 24. 322. 9.
lexicogEntry:n0286	Velez’s entry for 'Anas'		lexicalEntry:n0286.e01	lexicogComponent:n0286.e01_comp	308. 10.
lexicogEntry:n0287	Velez’s entry for 'Anastrophe'		lexicalEntry:n0287.e01		287. 12.
lexicogEntry:n0288	Velez’s entry for 'Anceps'		lexicalEntry:n0288.e01		154. 2.
lexicogEntry:n0289	Velez’s entry for 'Anchises'		lexicalEntry:n0289.e01		120. 2. 136. 28. 172. 26.
lexicogEntry:n0290	Velez’s entry for 'Anchisiades'		lexicalEntry:n0290.e01	lexicogComponent:n0290.e01_comp	353. 5.
lexicogEntry:n0291	Velez’s entry for 'Ancillor'		lexicalEntry:n0291.e01		223. 8.
lexicogEntry:n0292	Velez’s entry for 'Andreas'		lexicalEntry:n0292.e01		295. 21.
lexicogEntry:n0293	Velez’s entry for 'Androgeos'		lexicalEntry:n0293.e01		139. 6.
lexicogEntry:n0294	Velez’s entry for 'Angiportum'		lexicalEntry:n0294.e01		172. 30.
lexicogEntry:n0295	Velez’s entry for 'Ango'		lexicalEntry:n0295.e01	lexicogComponent:n0295.e01_comp	190. 18.
lexicogEntry:n0296	Velez’s entry for 'Anguis'		lexicalEntry:n0296.e01		133. 17.
lexicogEntry:n0297	Velez’s entry for 'Anima'		lexicalEntry:n0297.e01		137. 32.
lexicogEntry:n0298	Velez’s entry for 'Animal'		lexicalEntry:n0298.e01		123. 4.
lexicogEntry:n0299	Velez’s entry for 'Animans'		lexicalEntry:n0299.e01		133. 20.
lexicogEntry:n0300	Velez’s entry for 'Anio'		lexicalEntry:n0300.e01	lexicogComponent:n0300.e01_comp	141. 17. & 31.
lexicogEntry:n0301	Velez’s entry for 'Annalis'		lexicalEntry:n0301.e01		154. 23.
lexicogEntry:n0302	Velez’s entry for 'Annibal'		lexicalEntry:n0302.e01		308. 6.
lexicogEntry:n0303	Velez’s entry for 'Annuo'		lexicalEntry:n0303.e01		186. 25 & 224. 10.
lexicogEntry:n0304	Velez’s entry for 'Anomalum'		lexicalEntry:n0304.e01		160. 20.
lexicogEntry:n0305	Velez’s entry for 'Antaeus'		lexicalEntry:n0305.e01		140. 11.
lexicogEntry:n0306	Velez’s entry for 'Ante'		lexicalEntry:n0306.e01		111. 7.
lexicogEntry:n0307	Velez’s entry for 'Antè'		lexicalEntry:n0307.e01		270. 1. & 317. 22.
lexicogEntry:n0308	Velez’s entry for 'Anteambulo'		lexicalEntry:n0308.e01	lexicogComponent:n0308.e01_comp	342. 16.
lexicogEntry:n0309	Velez’s entry for 'Antecedo'		lexicalEntry:n0309.e01		225. 15.
lexicogEntry:n0310	Velez’s entry for 'Antecello'		lexicalEntry:n0310.e01		Ibid. & 191. 5.
lexicogEntry:n0311	Velez’s entry for 'Anteeo'		lexicalEntry:n0311.e01		225. 15.
lexicogEntry:n0312	Velez’s entry for 'Antefero'		lexicalEntry:n0312.e01		231. 33.
lexicogEntry:n0313	Velez’s entry for 'Antehabeo'		lexicalEntry:n0313.e01		Ibidem.
lexicogEntry:n0314	Velez’s entry for 'Antehac'		lexicalEntry:n0314.e01		342. 16.
lexicogEntry:n0315	Velez’s entry for 'Antepono'		lexicalEntry:n0315.e01		231. 33.
lexicogEntry:n0316	Velez’s entry for 'Antes'		lexicalEntry:n0316.e01		164. 16.
lexicogEntry:n0317	Velez’s entry for 'Antesto'		lexicalEntry:n0317.e01		225. 15.
lexicogEntry:n0318	Velez’s entry for 'Anteverto'		lexicalEntry:n0318.e01		Ibidem.
lexicogEntry:n0319	Velez’s entry for 'Anthrax'		lexicalEntry:n0319.e01		308. 15. & 21.
lexicogEntry:n0320	Velez’s entry for 'Antidotus'		lexicalEntry:n0320.e01		129. 4. 172. 31.
lexicogEntry:n0321	Velez’s entry for 'Antiquior'		lexicalEntry:n0321.e01	lexicogComponent:n0321.e01_comp	213. 17.
lexicogEntry:n0322	Velez’s entry for 'Antistes'		lexicalEntry:n0322.e01		121. 5.
lexicogEntry:n0323	Velez’s entry for 'Antonius'		lexicalEntry:n0323.e01		139. 25. 161. 8.
lexicogEntry:n0324	Velez’s entry for 'Anus'		lexicalEntry:n0324.e01		158. 6.
lexicogEntry:n0325	Velez’s entry for 'Anxius'		lexicalEntry:n0325.e01		208. 20.
lexicogEntry:n0326	Velez’s entry for 'Anxur'		lexicalEntry:n0326.e01		133. 20.
lexicogEntry:n0327	Velez’s entry for 'Apagè'		lexicalEntry:n0327.e01		114. 2.
lexicogEntry:n0328	Velez’s entry for 'Aperio'		lexicalEntry:n0328.e01		231. 11. 19. & 195. 17. & 303. 19.
lexicogEntry:n0329	Velez’s entry for 'Apes'		lexicalEntry:n0329.e01		127. 22. 159. 32.
lexicogEntry:n0330	Velez’s entry for 'Apex'		lexicalEntry:n0330.e01		150. 27.
lexicogEntry:n0331	Velez’s entry for 'Apium'		lexicalEntry:n0331.e01		172. 33.
lexicogEntry:n0332	Velez’s entry for 'Aplustre'		lexicalEntry:n0332.e01	lexicogComponent:n0332.e01_comp	172. 1. 157. 19.
lexicogEntry:n0333	Velez’s entry for 'Apollinares'		lexicalEntry:n0333.e01	lexicogComponent:n0333.e01_comp	163. 20.
lexicogEntry:n0334	Velez’s entry for 'Apollo'		lexicalEntry:n0334.e01		141. 15.
lexicogEntry:n0335	Velez’s entry for 'Appareo'		lexicalEntry:n0335.e01		224. 11.
lexicogEntry:n0336	Velez’s entry for 'Appello'		lexicalEntry:n0336.e01		228. 27.
lexicogEntry:n0337	Velez’s entry for 'Appello'		lexicalEntry:n0337.e01		191. 9. 233. 16.
lexicogEntry:n0338	Velez’s entry for 'Appetentia'		lexicalEntry:n0338.e01	lexicogComponent:n0338.e03_comp	172. 3.
lexicogEntry:n0339	Velez’s entry for 'Applaudo'		lexicalEntry:n0339.e01	lexicogComponent:n0339.e01_comp	224. 11.
lexicogEntry:n0340	Velez’s entry for 'Applico'		lexicalEntry:n0340.e01		233. 16.
lexicogEntry:n0341	Velez’s entry for 'Appono'		lexicalEntry:n0341.e01		Ibide.
lexicogEntry:n0342	Velez’s entry for 'Appositus'		lexicalEntry:n0342.e01		214. 23.
lexicogEntry:n0343	Velez’s entry for 'Apprimè'		lexicalEntry:n0343.e01		271. 26.
lexicogEntry:n0344	Velez’s entry for 'Apprimo'		lexicalEntry:n0344.e01		233. 16.
lexicogEntry:n0345	Velez’s entry for 'Aprilis'		lexicalEntry:n0345.e01		122. 8.
lexicogEntry:n0346	Velez’s entry for 'Aptus'		lexicalEntry:n0346.e01		214. 17.
lexicogEntry:n0347	Velez’s entry for 'Apud'		lexicalEntry:n0347.e01		111. 7.
lexicogEntry:n0348	Velez’s entry for 'Apus'		lexicalEntry:n0348.e01		130. 1.
lexicogEntry:n0349	Velez’s entry for 'Aqualis'		lexicalEntry:n0349.e01		127. 30.
lexicogEntry:n0350	Velez’s entry for 'Aquilex'		lexicalEntry:n0350.e01		150. 16.
lexicogEntry:n0351	Velez’s entry for 'Aquilo'		lexicalEntry:n0351.e01		120. 9.
lexicogEntry:n0352	Velez’s entry for 'Arabs'		lexicalEntry:n0352.e01		308. 14. 20.
lexicogEntry:n0353	Velez’s entry for 'Aranea'		lexicalEntry:n0353.e01		172. 6.
lexicogEntry:n0354	Velez’s entry for 'Araris'		lexicalEntry:n0354.e01	lexicogComponent:n0354.e01_comp	308. 8.
lexicogEntry:n0355	Velez’s entry for 'Aratrum'		lexicalEntry:n0355.e01	lexicogComponent:n0355.e01_comp	300. 30.
lexicogEntry:n0356	Velez’s entry for 'Arbor'		lexicalEntry:n0356.e01		126. 3. 22. 128. 16. & 311. 12. 20.
lexicogEntry:n0357	Velez’s entry for 'Arcas'		lexicalEntry:n0357.e01		322. 31.
lexicogEntry:n0358	Velez’s entry for 'Arceo'		lexicalEntry:n0358.e01		182. 14. & 237. 12.
lexicogEntry:n0359	Velez’s entry for 'Arcesso'		lexicalEntry:n0359.e01		228. 13.
lexicogEntry:n0360	Velez’s entry for 'Arctophylax'		lexicalEntry:n0360.e01		308. 24.
lexicogEntry:n0361	Velez’s entry for 'Arctos'		lexicalEntry:n0361.e01		129. 6. 324. 20. 29.
lexicogEntry:n0362	Velez’s entry for 'Arcus'		lexicalEntry:n0362.e01		158. 15. 172. 8.
lexicogEntry:n0363	Velez’s entry for 'Ardeo'		lexicalEntry:n0363.e01		183. 24.
lexicogEntry:n0364	Velez’s entry for 'Arduus'		lexicalEntry:n0364.e01		213. 18.
lexicogEntry:n0365	Velez’s entry for 'Areo'		lexicalEntry:n0365.e01		301. 15.
lexicogEntry:n0366	Velez’s entry for 'Areópagus'		lexicalEntry:n0366.e01		363. 21.
lexicogEntry:n0367	Velez’s entry for 'Areopagita'		lexicalEntry:n0367.e01		172. 9.
lexicogEntry:n0368	Velez’s entry for 'Arethusa'		lexicalEntry:n0368.e01	lexicogComponent:n0368.e01_comp	120. 31.
lexicogEntry:n0369	Velez’s entry for 'Argenteus'		lexicalEntry:n0369.e01		103. 28.
lexicogEntry:n0370	Velez’s entry for 'Argo'		lexicalEntry:n0370.e01		122. 15.
lexicogEntry:n0371	Velez’s entry for 'Argonauta'		lexicalEntry:n0371.e01		306. 6.
lexicogEntry:n0372	Velez’s entry for 'Argos'		lexicalEntry:n0372.e01		133. 21. & 166. 19. 324. 28.
lexicogEntry:n0373	Velez’s entry for 'Arguo'		lexicalEntry:n0373.e01	lexicogComponent:n0373.e01_comp	228. 12. & 18. 28.
lexicogEntry:n0374	Velez’s entry for 'Argutus'		lexicalEntry:n0374.e01		255. 3.
lexicogEntry:n0375	Velez’s entry for 'Aries'		lexicalEntry:n0375.e01		120. 3. 323. 6. 12.
lexicogEntry:n0376	Velez’s entry for 'Arista'		lexicalEntry:n0376.e01		301. 6. & 14.
lexicogEntry:n0377	Velez’s entry for 'Arma'		lexicalEntry:n0377.e01		123. 9. & 165. 15.
lexicogEntry:n0378	Velez’s entry for 'Armiger'		lexicalEntry:n0378.e01		138. 27.
lexicogEntry:n0379	Velez’s entry for 'Aromatites'		lexicalEntry:n0379.e01		127. 26.
lexicogEntry:n0380	Velez’s entry for 'Arpinas'		lexicalEntry:n0380.e01		44. 4.
lexicogEntry:n0381	Velez’s entry for 'Arrideo'		lexicalEntry:n0381.e01		224. 11.
lexicogEntry:n0382	Velez’s entry for 'Arripio'		lexicalEntry:n0382.e01		186. 1.
lexicogEntry:n0383	Velez’s entry for 'Arrogo'		lexicalEntry:n0383.e01		233. 16.
lexicogEntry:n0384	Velez’s entry for 'Arteria'		lexicalEntry:n0384.e01		172. 13.
lexicogEntry:n0385	Velez’s entry for 'Artifex'		lexicalEntry:n0385.e01		121. 9.
lexicogEntry:n0386	Velez’s entry for 'Artocreas'		lexicalEntry:n0386.e01		126. 33.
lexicogEntry:n0387	Velez’s entry for 'Artus'		lexicalEntry:n0387.e01		158. 15. & 164. 9.
lexicogEntry:n0388	Velez’s entry for 'Arundo'		lexicalEntry:n0388.e01		141. 25.
lexicogEntry:n0389	Velez’s entry for 'Aruns'		lexicalEntry:n0389.e01		149. 28.
lexicogEntry:n0390	Velez’s entry for 'Arx'		lexicalEntry:n0390.e01		130. 32.
lexicogEntry:n0391	Velez’s entry for 'As'		lexicalEntry:n0391.e01		127. 9. & 156. 8.
lexicogEntry:n0392	Velez’s entry for 'Ascendo'		lexicalEntry:n0392.e01		187. 32.
lexicogEntry:n0393	Velez’s entry for 'Asdrubal'		lexicalEntry:n0393.e01		168. 27.
lexicogEntry:n0394	Velez’s entry for 'Asis'		lexicalEntry:n0394.e01		351. 10. 15.
lexicogEntry:n0395	Velez’s entry for 'Asmodeus'		lexicalEntry:n0395.e01		120. 7.
lexicogEntry:n0396	Velez’s entry for 'Asopiades'		lexicalEntry:n0396.e01		354. 3.
lexicogEntry:n0397	Velez’s entry for 'Asper'		lexicalEntry:n0397.e01		138. 22.
lexicogEntry:n0398	Velez’s entry for 'Aspergo'		lexicalEntry:n0398.e01		190. 16. & 238. 4.
lexicogEntry:n0399	Velez’s entry for 'Aspernor'		lexicalEntry:n0399.e01		240. 4.
lexicogEntry:n0400	Velez’s entry for 'Aspiro'		lexicalEntry:n0400.e01		224. 8.
lexicogEntry:n0401	Velez’s entry for 'Assentio'		lexicalEntry:n0401.e01		221. 33.
lexicogEntry:n0402	Velez’s entry for 'Assentor'		lexicalEntry:n0402.e01	lexicogComponent:n0402.e01_comp	221. 26.
lexicogEntry:n0403	Velez’s entry for 'Assequor'		lexicalEntry:n0403.e01		239. 32.
lexicogEntry:n0404	Velez’s entry for 'Assero'		lexicalEntry:n0404.e01	lexicogComponent:n0404.e10_comp	193. 19. 22. & 233. 17.
lexicogEntry:n0405	Velez’s entry for 'Asservio'		lexicalEntry:n0405.e01	lexicogComponent:n0405.e01_comp	224. 11.
lexicogEntry:n0406	Velez’s entry for 'Assideo'		lexicalEntry:n0406.e01		Ibidem.
lexicogEntry:n0407	Velez’s entry for 'Assiduus'		lexicalEntry:n0407.e01		105. 2. 213. 19.
lexicogEntry:n0408	Velez’s entry for 'Assimilo'		lexicalEntry:n0408.e01		232. 6.
lexicogEntry:n0409	Velez’s entry for 'Assisto'		lexicalEntry:n0409.e01		224. 11.
lexicogEntry:n0410	Velez’s entry for 'Assuesco'		lexicalEntry:n0410.e01		Ibidem.
lexicogEntry:n0411	Velez’s entry for 'Assuetus'		lexicalEntry:n0411.e01		214. 21.
lexicogEntry:n0412	Velez’s entry for 'Assulto'		lexicalEntry:n0412.e01		224. 12.
lexicogEntry:n0413	Velez’s entry for 'Assurgo'		lexicalEntry:n0413.e01		Ibidem.
lexicogEntry:n0414	Velez’s entry for 'Ast'		lexicalEntry:n0414.e01		114. 29.
lexicogEntry:n0415	Velez’s entry for 'Astruo'		lexicalEntry:n0415.e01		233. 17.
lexicogEntry:n0416	Velez’s entry for 'Astyanax'		lexicalEntry:n0416.e01		150. 33. & 151. 8.
lexicogEntry:n0417	Velez’s entry for 'At'		lexicalEntry:n0417.e01		114. 29.
lexicogEntry:n0418	Velez’s entry for 'At At'		lexicalEntry:n0418.e01		113. 33.
lexicogEntry:n0419	Velez’s entry for 'Atax'		lexicalEntry:n0419.e01		308. 16. 21.
lexicogEntry:n0420	Velez’s entry for 'Athamantiades'		lexicalEntry:n0420.e01		355. 14.
lexicogEntry:n0421	Velez’s entry for 'Athenae'		lexicalEntry:n0421.e01		161. 42.
lexicogEntry:n0422	Velez’s entry for 'Athos'		lexicalEntry:n0422.e01		139. 9. & 173.
lexicogEntry:n0423	Velez’s entry for 'Athlas'		lexicalEntry:n0423.e01		144. 1. & 322. 29.
lexicogEntry:n0424	Velez’s entry for 'Athlantiades'		lexicalEntry:n0424.e01		355. 10. & 13.
lexicogEntry:n0425	Velez’s entry for 'Athlantias'		lexicalEntry:n0425.e01		147. 1. & 356. 16.
lexicogEntry:n0426	Velez’s entry for 'Atomos'		lexicalEntry:n0426.e01	lexicogComponent:n0426.e01_comp	133. 13.
lexicogEntry:n0427	Velez’s entry for 'Atque'		lexicalEntry:n0427.e01		114. 14.
lexicogEntry:n0428	Velez’s entry for 'Atrax'		lexicalEntry:n0428.e01		308. 15. 21.
lexicogEntry:n0429	Velez’s entry for 'Atrides'		lexicalEntry:n0429.e01		354. 24.
lexicogEntry:n0430	Velez’s entry for 'Atriplex'		lexicalEntry:n0430.e01		130. 31. & 131. 11.
lexicogEntry:n0431	Velez’s entry for 'Attagen'		lexicalEntry:n0431.e01		125. 16.
lexicogEntry:n0432	Velez’s entry for 'Attamen'		lexicalEntry:n0432.e01	lexicogComponent:n0432.e01_comp	322. 11.
lexicogEntry:n0433	Velez’s entry for 'Attempero'		lexicalEntry:n0433.e01		233. 17.
lexicogEntry:n0434	Velez’s entry for 'Attendo'		lexicalEntry:n0434.e01		225. 12.
lexicogEntry:n0435	Velez’s entry for 'Attero'		lexicalEntry:n0435.e01	lexicogComponent:n0435.e01_comp	233. 17.
lexicogEntry:n0436	Velez’s entry for 'Attingo'		lexicalEntry:n0436.e01		301. 27.
lexicogEntry:n0437	Velez’s entry for 'Avaritia'		lexicalEntry:n0437.e01		172. 17.
lexicogEntry:n0438	Velez’s entry for 'Avarus'		lexicalEntry:n0438.e01	lexicogComponent:n0438.e01_comp	207. 19.
lexicogEntry:n0439	Velez’s entry for 'Auceps'		lexicalEntry:n0439.e01		149. 4.
lexicogEntry:n0440	Velez’s entry for 'Audax'		lexicalEntry:n0440.e01		121. 29.
lexicogEntry:n0441	Velez’s entry for 'Audeo'		lexicalEntry:n0441.e01		185. 5.
lexicogEntry:n0442	Velez’s entry for 'Audiens'		lexicalEntry:n0442.e01	lexicogComponent:n0442.e01_comp	213. 18.
lexicogEntry:n0443	Velez’s entry for 'Audio'		lexicalEntry:n0443.e01		237. 8.
lexicogEntry:n0444	Velez’s entry for 'Ave'		lexicalEntry:n0444.e01		93. 31.
lexicogEntry:n0445	Velez’s entry for 'Avello'		lexicalEntry:n0445.e01		237. 4 & 20. & 31.
lexicogEntry:n0446	Velez’s entry for 'Aveo'		lexicalEntry:n0446.e01		178. 31.
lexicogEntry:n0447	Velez’s entry for 'Avernus'		lexicalEntry:n0447.e01		165. 29. & 172. 19.
lexicogEntry:n0448	Velez’s entry for 'Aversus'		lexicalEntry:n0448.e01	lexicogComponent:n0448.e01_comp	213. 8. & 216. 13.
lexicogEntry:n0449	Velez’s entry for 'Averto'		lexicalEntry:n0449.e01		237. 15.
lexicogEntry:n0450	Velez’s entry for 'Aufero'		lexicalEntry:n0450.e01		236. 30. & 237. 3. 31.
lexicogEntry:n0451	Velez’s entry for 'Augeo'		lexicalEntry:n0451.e01		227. 24.
lexicogEntry:n0452	Velez’s entry for 'Augur'		lexicalEntry:n0452.e01		121. 10.
lexicogEntry:n0453	Velez’s entry for 'Augustus'		lexicalEntry:n0453.e01		213. 17.
lexicogEntry:n0454	Velez’s entry for 'Avidus'		lexicalEntry:n0454.e01		208. 13.
lexicogEntry:n0455	Velez’s entry for 'Aula'		lexicalEntry:n0455.e01		137. 12.
lexicogEntry:n0456	Velez’s entry for 'Avoco'		lexicalEntry:n0456.e01		237. 4.
lexicogEntry:n0457	Velez’s entry for 'Aureus'		lexicalEntry:n0457.e01		103. 27. 32. 341. 18.
lexicogEntry:n0458	Velez’s entry for 'Auriga'		lexicalEntry:n0458.e01	lexicogComponent:n0458.e01_comp	120. 20.
lexicogEntry:n0459	Velez’s entry for 'Aurum'		lexicalEntry:n0459.e01		161. 27.
lexicogEntry:n0460	Velez’s entry for 'Ausculto'		lexicalEntry:n0460.e01		223. 7.
lexicogEntry:n0461	Velez’s entry for 'Ausim'		lexicalEntry:n0461.e01		94. 11
lexicogEntry:n0462	Velez’s entry for 'Ausonis'		lexicalEntry:n0462.e01		351. 15.
lexicogEntry:n0463	Velez’s entry for 'Auspex'		lexicalEntry:n0463.e01		121. 8.
lexicogEntry:n0464	Velez’s entry for 'Aut'		lexicalEntry:n0464.e01		114. 15. 2.
lexicogEntry:n0465	Velez’s entry for 'Autem'		lexicalEntry:n0465.e01		114. 30.
lexicogEntry:n0466	Velez’s entry for 'Author'		lexicalEntry:n0466.e01		121. 7.
lexicogEntry:n0467	Velez’s entry for 'Auxilior'		lexicalEntry:n0467.e01		221. 12. & 23.
lexicogEntry:n0468	Velez’s entry for 'Axis'		lexicalEntry:n0468.e01		128. 2.
lexicogEntry:n0469	Velez’s entry for 'Baal'		lexicalEntry:n0469.e01	lexicogComponent:n0469.e01_comp	364. 25.
lexicogEntry:n0470	Velez’s entry for 'Babylon'		lexicalEntry:n0470.e01		142. 20.
lexicogEntry:n0471	Velez’s entry for 'Bacchar'		lexicalEntry:n0471.e01		125. 31. & 172. 21.
lexicogEntry:n0472	Velez’s entry for 'Bacchanalia'		lexicalEntry:n0472.e01	lexicogComponent:n0472.e01_comp	163. 13.
lexicogEntry:n0473	Velez’s entry for 'Bacillum'		lexicalEntry:n0473.e01	lexicogComponent:n0473.e01_comp	177. 11
lexicogEntry:n0474	Velez’s entry for 'Bactra'		lexicalEntry:n0474.e01		123. 10. & 161. 24.
lexicogEntry:n0475	Velez’s entry for 'Baculum'		lexicalEntry:n0475.e01		172. 23.
lexicogEntry:n0476	Velez’s entry for 'Baiae'		lexicalEntry:n0476.e01	lexicogComponent:n0476.e01_comp	161. 24.
lexicogEntry:n0477	Velez’s entry for 'Balanus'		lexicalEntry:n0477.e01		129. 4.
lexicogEntry:n0478	Velez’s entry for 'Balineum'		lexicalEntry:n0478.e01	lexicogComponent:n0478.e04_comp, lexicogComponent:n0478.e05_comp, lexicogComponent:n0478.e06_comp	167. 15.
lexicogEntry:n0479	Velez’s entry for 'Balsamum'		lexicalEntry:n0479.e01	lexicogComponent:n0479.e01_comp	161. 30.
lexicogEntry:n0480	Velez’s entry for 'Balteus'		lexicalEntry:n0480.e01		172. 24.
lexicogEntry:n0481	Velez’s entry for 'Baptisma'		lexicalEntry:n0481.e01	lexicogComponent:n0481.e01_comp, lexicogComponent:n0481.e03_comp	172. 26.
lexicogEntry:n0482	Velez’s entry for 'Barathrum'		lexicalEntry:n0482.e01	lexicogComponent:n0482.e01_comp	162. 21.
lexicogEntry:n0483	Velez’s entry for 'Barbarismus'		lexicalEntry:n0483.e01		283. 26.
lexicogEntry:n0484	Velez’s entry for 'Barbitos'		lexicalEntry:n0484.e01		125. 27. & 133. 18. 172. 28.
lexicogEntry:n0485	Velez’s entry for 'Battiades'		lexicalEntry:n0485.e01		354. 2.
lexicogEntry:n0486	Velez’s entry for 'Batuo'		lexicalEntry:n0486.e01		186. 26.
lexicogEntry:n0487	Velez’s entry for 'Beatitudo'		lexicalEntry:n0487.e01		172. 30.
lexicogEntry:n0488	Velez’s entry for 'Bebryx'		lexicalEntry:n0488.e01	lexicogComponent:n0488.e01_comp	310. 6. 12.
lexicogEntry:n0489	Velez’s entry for 'Belides'		lexicalEntry:n0489.e01		356. 5.
lexicogEntry:n0490	Velez’s entry for 'Belis'		lexicalEntry:n0490.e01		Ibidem.
lexicogEntry:n0491	Velez’s entry for 'Bellaria'		lexicalEntry:n0491.e01		165. 16.
lexicogEntry:n0492	Velez’s entry for 'Bellerophon'		lexicalEntry:n0492.e01		142. 22.
lexicogEntry:n0493	Velez’s entry for 'Bellus'		lexicalEntry:n0493.e01	lexicogComponent:n0493.e01_comp	105. 31.
lexicogEntry:n0494	Velez’s entry for 'Bene'		lexicalEntry:n0494.e01		318. 31. 319. 2.
lexicogEntry:n0495	Velez’s entry for 'Benecupio'		lexicalEntry:n0495.e01		222. 2.
lexicogEntry:n0496	Velez’s entry for 'Benedico'		lexicalEntry:n0496.e01		Ibidem.
lexicogEntry:n0497	Velez’s entry for 'Benefacio'		lexicalEntry:n0497.e01		Ibidem.
lexicogEntry:n0498	Velez’s entry for 'Benevertit'		lexicalEntry:n0498.e01		223. 16.
lexicogEntry:n0499	Velez’s entry for 'Benevolo'		lexicalEntry:n0499.e01		222. 3.
lexicogEntry:n0500	Velez’s entry for 'Benevolus'		lexicalEntry:n0500.e01		105. 11. 213. 2.
lexicogEntry:n0501	Velez’s entry for 'Benignefacio'		lexicalEntry:n0501.e01		222. 2.
lexicogEntry:n0502	Velez’s entry for 'Benignus'		lexicalEntry:n0502.e01		213. 2.
lexicogEntry:n0503	Velez’s entry for 'Bes'		lexicalEntry:n0503.e01		127. 15.
lexicogEntry:n0504	Velez’s entry for 'Biblos'		lexicalEntry:n0504.e01		129. 5.
