lexicog.LexicographicComponent	rdfs.label	lexinfo.note	lexicog.describes	skos.note
lexicogComponent:n2864.e02_comp	Velez’s subentry for 'Quasillus'	vel	lexicalEntry:n2864.e02	
lexicogComponent:n2864.e10_comp	Velez’s subentry for 'Qualus'	licèt in	lexicalEntry:n2864.e10	
lexicogComponent:n2867.e10_comp	Velez’s subentry for 'Quater'		lexicalEntry:n2867.e10	
lexicogComponent:n2871.e10_comp	Velez’s subentry for 'Quaestus'	at	lexicalEntry:n2871.e10	
lexicogComponent:n2872.e10_comp	Velez’s subentry for 'Qui'		lexicalEntry:n2872.e10	
lexicogComponent:n2872.e20_comp	Velez’s subentry for 'Quidum?'		lexicalEntry:n2872.e20	
lexicogComponent:n2873.e10_comp	Velez’s subentry for 'Quidnam'		lexicalEntry:n2873.e10	
lexicogComponent:n2873.e20_comp	Velez’s subentry for 'Quiane'		lexicalEntry:n2873.e20	
lexicogComponent:n2875.e10_comp	Velez’s subentry for 'Quiddam'		lexicalEntry:n2875.e10	
lexicogComponent:n2879.e10_comp	Velez’s subentry for 'Quiesco'		lexicalEntry:n2879.e10	
lexicogComponent:n2884.e10_comp	Velez’s subentry for 'Quirito'	hinc	lexicalEntry:n2884.e10	
lexicogComponent:n2884.e11_comp	Velez’s subentry for 'Quiritor'	vel	lexicalEntry:n2884.e11	
lexicogComponent:n2885.e02_comp	Velez’s subentry for 'qui'	vel	lexicalEntry:n2885.e02	
lexicogComponent:n2885.e10_comp	Velez’s subentry for 'quid'		lexicalEntry:n2885.e10	
lexicogComponent:n2885.e20_comp	Velez’s subentry for '[quid]'		lexicalEntry:n2885.e20	
lexicogComponent:n2886.e10_comp	Velez’s subentry for 'quispiam'		lexicalEntry:n2886.e10	
lexicogComponent:n2891.e10_comp	Velez’s subentry for 'Quoad'		lexicalEntry:n2891.e10	
lexicogComponent:n2894.e10_comp	Velez’s subentry for '[Quod]'		lexicalEntry:n2894.e10	
lexicogComponent:n2894.e20_comp	Velez’s subentry for '[Quod]'		lexicalEntry:n2894.e20	
lexicogComponent:n2899.e02_comp	Velez’s subentry for 'quoquoversus'	vel	lexicalEntry:n2899.e02	
lexicogComponent:n2901.e10_comp	Velez’s subentry for 'Quotannis'		lexicalEntry:n2901.e10	
lexicogComponent:n2906.e02_comp	Velez’s subentry for 'Rapum'	vel	lexicalEntry:n2906.e02	
lexicogComponent:n2912.e10_comp	Velez’s subentry for 'Rescisco'	§	lexicalEntry:n2912.e10	
lexicogComponent:n2914.e10_comp	Velez’s subentry for 'Recido'		lexicalEntry:n2914.e10	
lexicogComponent:n2934.e02_comp	Velez’s subentry for 'Refrigesco'	vel potiùs	lexicalEntry:n2934.e02	
lexicogComponent:n2941.e10_comp	Velez’s subentry for 'Relego'	at	lexicalEntry:n2941.e10	
lexicogComponent:n2944.e10_comp	Velez’s subentry for 'Religiosè'	hinc	lexicalEntry:n2944.e10	
lexicogComponent:n2951.e10_comp	Velez’s subentry for 'Remissus'	hinc.	lexicalEntry:n2951.e10	
lexicogComponent:n2953.e02_comp	Velez’s subentry for 'Remuneror'	vel	lexicalEntry:n2953.e02	
lexicogComponent:n2956.e10_comp	Velez’s subentry for 'Ratus'	hinc,	lexicalEntry:n2956.e10	
lexicogComponent:n2972.e10_comp	Velez’s subentry for 'Resero'		lexicalEntry:n2972.e10	
lexicogComponent:n2976.e10_comp	Velez’s subentry for 'Resipio'		lexicalEntry:n2976.e10	
lexicogComponent:n2976.e11_comp	Velez’s subentry for 'Resipisco'	vel potiùs	lexicalEntry:n2976.e11	
lexicogComponent:n2980.e02_comp	Velez’s subentry for 'Resto'	seu potiùs	lexicalEntry:n2980.e02	
lexicogComponent:n2980.e10_comp	Velez’s subentry for 'Restito'	unde	lexicalEntry:n2980.e10	
lexicogComponent:n2983.e02_comp	Velez’s subentry for 'Retis'	vel	lexicalEntry:n2983.e02	
lexicogComponent:n2983.e10_comp	Velez’s subentry for 'Reticulum'		lexicalEntry:n2983.e10	
lexicogComponent:n2983.e11_comp	Velez’s subentry for 'Reticulus'	vel	lexicalEntry:n2983.e11	
lexicogComponent:n2986.e10_comp	Velez’s subentry for 'Retusus'	Hinc	lexicalEntry:n2986.e10	
lexicogComponent:n2989.e10_comp	Velez’s subentry for 'Rhetorica'		lexicalEntry:n2989.e10	
lexicogComponent:n2989.e20_comp	Velez’s subentry for 'Rhetorici'		lexicalEntry:n2989.e20	
lexicogComponent:n2989.e21_comp	Velez’s subentry for 'Rhetorica'	vel	lexicalEntry:n2989.e21	
lexicogComponent:n2993.e10_comp	Velez’s subentry for 'Ridiculum'	hinc	lexicalEntry:n2993.e10	
lexicogComponent:n2994.e10_comp	Velez’s subentry for 'Rictus'	àb eo tamen, vel à Ringo inusitato deducitur	lexicalEntry:n2994.e10	
lexicogComponent:n3002.e10_comp	Velez’s subentry for 'Rostra'	at	lexicalEntry:n3002.e10	
lexicogComponent:n3005.e10_comp	Velez’s subentry for 'Rudis'	At	lexicalEntry:n3005.e10	
lexicogComponent:n3014.e02_comp	Velez’s subentry for 'Sabulum'	vel	lexicalEntry:n3014.e02	
lexicogComponent:n3015.e10_comp	Velez’s subentry for 'Sacrum'	hinc	lexicalEntry:n3015.e10	
lexicogComponent:n3018.e02_comp	Velez’s subentry for 'Saepenumero'	vel	lexicalEntry:n3018.e02	
lexicogComponent:n3021.e02_comp	Velez’s subentry for 'Sagum'	vel potiùs	lexicalEntry:n3021.e02	
lexicogComponent:n3021.e10_comp	Velez’s subentry for 'Saga'	at	lexicalEntry:n3021.e10	
lexicogComponent:n3022.e02_comp	Velez’s subentry for 'Saguntum'	vel	lexicalEntry:n3022.e02	
lexicogComponent:n3024.e03_comp	Velez’s subentry for 'Salamina'	vel	lexicalEntry:n3024.e03	
lexicogComponent:n3025.e10_comp	Velez’s subentry for 'Sallo'	At	lexicalEntry:n3025.e10	
lexicogComponent:n3025.e11_comp	Velez’s subentry for 'Salio'	vel	lexicalEntry:n3025.e11	
lexicogComponent:n3028.e02_comp	Velez’s subentry for 'salveto'	vel	lexicalEntry:n3028.e02	
lexicogComponent:n3035.e02_comp	Velez’s subentry for 'Sanctimonia'	vel	lexicalEntry:n3035.e02	
lexicogComponent:n3036.e10_comp	Velez’s subentry for '[Sanctus]'		lexicalEntry:n3036.e10	
lexicogComponent:n3043.e02_comp	Velez’s subentry for 'Sara'	vel	lexicalEntry:n3043.e02	
lexicogComponent:n3045.e02_comp	Velez’s subentry for 'Sarculum'	vel potiùs	lexicalEntry:n3045.e02	
lexicogComponent:n3047.e02_comp	Velez’s subentry for 'Sardonychus'	vel	lexicalEntry:n3047.e02	
lexicogComponent:n3052.e10_comp	Velez’s subentry for 'Satior'	hinc	lexicalEntry:n3052.e10	
lexicogComponent:n3052.e20_comp	Velez’s subentry for 'Satius'		lexicalEntry:n3052.e20	
lexicogComponent:n3056.e02_comp	Velez’s subentry for 'Satureium'	vel	lexicalEntry:n3056.e02	
lexicogComponent:n3063.e10_comp	Velez’s subentry for 'Scaturio'		lexicalEntry:n3063.e10	
lexicogComponent:n3068.e10_comp	Velez’s subentry for 'Scipio'		lexicalEntry:n3068.e10	
lexicogComponent:n3068.e20_comp	Velez’s subentry for 'Scipiades'	unde deducitur Patronym.	lexicalEntry:n3068.e20	
lexicogComponent:n3069.e02_comp	Velez’s subentry for 'Scitor'	vel	lexicalEntry:n3069.e02	
lexicogComponent:n3070.e10_comp	Velez’s subentry for 'Scitum'	est item	lexicalEntry:n3070.e10	
lexicogComponent:n3070.e20_comp	Velez’s subentry for 'Scisco'	& deduci videtur à	lexicalEntry:n3070.e20	
lexicogComponent:n3072.e02_comp	Velez’s subentry for 'Scorpio'		lexicalEntry:n3072.e02	
lexicogComponent:n3078.e02_comp	Velez’s subentry for 'Scrupulum'	vel potiùs	lexicalEntry:n3078.e02	
lexicogComponent:n3078.e10_comp	Velez’s subentry for 'Scrupulus'	at	lexicalEntry:n3078.e10	
lexicogComponent:n3089.e10_comp	Velez’s subentry for '[Secus]'		lexicalEntry:n3089.e10	
lexicogComponent:n3089.e20_comp	Velez’s subentry for 'Secius'	unde comparativ.	lexicalEntry:n3089.e20	
lexicogComponent:n3093.e02_comp	Velez’s subentry for 'Segnities'	vel	lexicalEntry:n3093.e02	
lexicogComponent:n3093.e10_comp	Velez’s subentry for 'Segniter'	hinc	lexicalEntry:n3093.e10	
lexicogComponent:n3097.e10_comp	Velez’s subentry for 'Semis'	vel	lexicalEntry:n3097.e10	
lexicogComponent:n3097.e11_comp	Velez’s subentry for 'Semissis'	vel	lexicalEntry:n3097.e11	
lexicogComponent:n3097.e20_comp	Velez’s subentry for 'semi'	unde	lexicalEntry:n3097.e20	
lexicogComponent:n3097.e30_comp	Velez’s subentry for 'Semianimis'	ut:	lexicalEntry:n3097.e30	
lexicogComponent:n3097.e40_comp	Velez’s subentry for 'Semiermis'		lexicalEntry:n3097.e40	
lexicogComponent:n3097.e50_comp	Velez’s subentry for 'Semihomo'		lexicalEntry:n3097.e50	
lexicogComponent:n3097.e60_comp	Velez’s subentry for 'Semiambustus'		lexicalEntry:n3097.e60	
lexicogComponent:n3097.e61_comp	Velez’s subentry for 'Semiustus'	vel potiùs	lexicalEntry:n3097.e61	
lexicogComponent:n3097.e70_comp	Velez’s subentry for 'Semisopitus'		lexicalEntry:n3097.e70	
lexicogComponent:n3099.e10_comp	Velez’s subentry for 'Senatusconsultum'	hinc	lexicalEntry:n3099.e10	
lexicogComponent:n3100.e10_comp	Velez’s subentry for 'Senior'	hinc	lexicalEntry:n3100.e10	
lexicogComponent:n3100.e20_comp	Velez’s subentry for 'Senectus'	&	lexicalEntry:n3100.e20	
lexicogComponent:n3100.e21_comp	Velez’s subentry for 'Senecta'	vel	lexicalEntry:n3100.e21	
lexicogComponent:n3100.e22_comp	Velez’s subentry for 'Senium'	vel	lexicalEntry:n3100.e22	
lexicogComponent:n3100.e30_comp	Velez’s subentry for 'Senectus'		lexicalEntry:n3100.e30	
lexicogComponent:n3102.e10_comp	Velez’s subentry for 'Sensa'	at	lexicalEntry:n3102.e10	
lexicogComponent:n3102.e20_comp	Velez’s subentry for 'Sensim'	hinc	lexicalEntry:n3102.e20	
lexicogComponent:n3105.e02_comp	Velez’s subentry for 'Separatim'		lexicalEntry:n3105.e02	
lexicogComponent:n3109.e10_comp	Velez’s subentry for 'Seps'	at	lexicalEntry:n3109.e10	
lexicogComponent:n3116.e10_comp	Velez’s subentry for 'Satus'	hinc	lexicalEntry:n3116.e10	
lexicogComponent:n3116.e20_comp	Velez’s subentry for 'Serò'	at	lexicalEntry:n3116.e20	
lexicogComponent:n3116.e30_comp	Velez’s subentry for 'Serus'	à	lexicalEntry:n3116.e30	
lexicogComponent:n3117.e10_comp	Velez’s subentry for 'Serpens'	hinc	lexicalEntry:n3117.e10	
lexicogComponent:n3117.e20_comp	Velez’s subentry for 'Serpens'	at	lexicalEntry:n3117.e20	
lexicogComponent:n3119.e10_comp	Velez’s subentry for 'Servus'	hinc	lexicalEntry:n3119.e10	
lexicogComponent:n3119.e20_comp	Velez’s subentry for 'Servitus'	&	lexicalEntry:n3119.e20	
lexicogComponent:n3119.e21_comp	Velez’s subentry for 'Servitium'	vel	lexicalEntry:n3119.e21	
lexicogComponent:n3119.e30_comp	Velez’s subentry for 'Servitia'		lexicalEntry:n3119.e30	
lexicogComponent:n3120.e02_comp	Velez’s subentry for 'sescunx'		lexicalEntry:n3120.e02	
lexicogComponent:n3121.e10_comp	Velez’s subentry for 'Sestertium'	at	lexicalEntry:n3121.e10	
lexicogComponent:n3126.e10_comp	Velez’s subentry for 'Sibilus'	hinc	lexicalEntry:n3126.e10	
lexicogComponent:n3127.e10_comp	Velez’s subentry for 'Siccine?'		lexicalEntry:n3127.e10	
lexicogComponent:n3130.e02_comp	Velez’s subentry for 'Sicuti'	vel	lexicalEntry:n3130.e02	
lexicogComponent:n3132.e10_comp	Velez’s subentry for 'Sidonis'	hinc	lexicalEntry:n3132.e10	
lexicogComponent:n3135.e10_comp	Velez’s subentry for 'Significans'		lexicalEntry:n3135.e10	
lexicogComponent:n3140.e10_comp	Velez’s subentry for 'Sylvester'	hinc	lexicalEntry:n3140.e10	
lexicogComponent:n3144.e10_comp	Velez’s subentry for 'Simulac'	ex quo componitur	lexicalEntry:n3144.e10	
lexicogComponent:n3146.e02_comp	Velez’s subentry for 'Sinapis'	vel	lexicalEntry:n3146.e02	
lexicogComponent:n3146.e03_comp	Velez’s subentry for 'Sinape'	vel	lexicalEntry:n3146.e03	
lexicogComponent:n3149.e10_comp	Velez’s subentry for '[Sine]'		lexicalEntry:n3149.e10	
lexicogComponent:n3152.e10_comp	Velez’s subentry for 'Sinistrâ'	hinc	lexicalEntry:n3152.e10	
lexicogComponent:n3152.e20_comp	Velez’s subentry for 'Sinistrosum'		lexicalEntry:n3152.e20	
lexicogComponent:n3154.e10_comp	Velez’s subentry for 'Sinus'	at	lexicalEntry:n3154.e10	
lexicogComponent:n3154.e11_comp	Velez’s subentry for 'Sinum'	vel	lexicalEntry:n3154.e11	
lexicogComponent:n3161.e10_comp	Velez’s subentry for 'Stator'	hinc	lexicalEntry:n3161.e10	
lexicogComponent:n3164.e10_comp	Velez’s subentry for 'Situs'	unde	lexicalEntry:n3164.e10	
lexicogComponent:n3164.e20_comp	Velez’s subentry for 'Situs'	at	lexicalEntry:n3164.e20	
lexicogComponent:n3164.e30_comp	Velez’s subentry for 'Situs'	sicut etiam	lexicalEntry:n3164.e30	
lexicogComponent:n3170.e10_comp	Velez’s subentry for 'Socia'		lexicalEntry:n3170.e10	
lexicogComponent:n3170.e20_comp	Velez’s subentry for 'Socius'	at	lexicalEntry:n3170.e20	
lexicogComponent:n3173.e10_comp	Velez’s subentry for 'Solemne'	at	lexicalEntry:n3173.e10	
lexicogComponent:n3174.e10_comp	Velez’s subentry for 'solitus'	hinc	lexicalEntry:n3174.e10	
lexicogComponent:n3179.e10_comp	Velez’s subentry for 'Solùm'	hinc	lexicalEntry:n3179.e10	
lexicogComponent:n3179.e20_comp	Velez’s subentry for 'Solum'	at	lexicalEntry:n3179.e20	
lexicogComponent:n3180.e02_comp	Velez’s subentry for 'Solyma'	vel	lexicalEntry:n3180.e02	
lexicogComponent:n3183.e10_comp	Velez’s subentry for 'Sophus'		lexicalEntry:n3183.e10	
lexicogComponent:n3186.e02_comp	Velez’s subentry for 'Soractis'		lexicalEntry:n3186.e02	
lexicogComponent:n3187.e10_comp	Velez’s subentry for 'Sorbillo'	hinc	lexicalEntry:n3187.e10	
lexicogComponent:n3189.e10_comp	Velez’s subentry for 'Sospito'	hinc	lexicalEntry:n3189.e10	
lexicogComponent:n3192.e02_comp	Velez’s subentry for 'Sparte'		lexicalEntry:n3192.e02	
lexicogComponent:n3193.e10_comp	Velez’s subentry for 'Specimen'	hinc	lexicalEntry:n3193.e10	
lexicogComponent:n3196.e02_comp	Velez’s subentry for 'Specus'		lexicalEntry:n3196.e02	
lexicogComponent:n3212.e10_comp	Velez’s subentry for 'Status'		lexicalEntry:n3212.e10	
lexicogComponent:n3216.e10_comp	Velez’s subentry for 'Stratus'	hinc	lexicalEntry:n3216.e10	
lexicogComponent:n3216.e20_comp	Velez’s subentry for 'Stratum'	at	lexicalEntry:n3216.e20	
lexicogComponent:n3225.e02_comp	Velez’s subentry for 'Stragulum'	vel	lexicalEntry:n3225.e02	
lexicogComponent:n3228.e02_comp	Velez’s subentry for 'Strido'		lexicalEntry:n3228.e02	
lexicogComponent:n3240.e10_comp	Velez’s subentry for 'Suavè'		lexicalEntry:n3240.e10	
lexicogComponent:n3241.e10_comp	Velez’s subentry for '[Sub]'		lexicalEntry:n3241.e10	
lexicogComponent:n3241.e11_comp	Velez’s subentry for 'Subdubito'	ut:	lexicalEntry:n3241.e11	
lexicogComponent:n3241.e12_comp	Velez’s subentry for 'Subsequor'	ut:	lexicalEntry:n3241.e12	
lexicogComponent:n3241.e13_comp	Velez’s subentry for 'Subrepo'	ut:	lexicalEntry:n3241.e13	
lexicogComponent:n3272.e10_comp	Velez’s subentry for 'Succinctus'	hinc	lexicalEntry:n3272.e10	
lexicogComponent:n3273.e10_comp	Velez’s subentry for 'Succentores'	hinc	lexicalEntry:n3273.e10	
lexicogComponent:n3273.e20_comp	Velez’s subentry for 'Cantores'		lexicalEntry:n3273.e20	
lexicogComponent:n3273.e30_comp	Velez’s subentry for 'Occentores'		lexicalEntry:n3273.e30	
lexicogComponent:n3284.e02_comp	Velez’s subentry for 'Suggestum'	vel	lexicalEntry:n3284.e02	
lexicogComponent:n3287.e10_comp	Velez’s subentry for 'Es'		lexicalEntry:n3287.e10	
lexicogComponent:n3288.e10_comp	Velez’s subentry for 'Summùm'		lexicalEntry:n3288.e10	
lexicogComponent:n3288.e11_comp	Velez’s subentry for 'Ad summum'	vel	lexicalEntry:n3288.e11	
lexicogComponent:n3288.e20_comp	Velez’s subentry for 'summopere'		lexicalEntry:n3288.e20	
lexicogComponent:n3288.e30_comp	Velez’s subentry for 'summè'		lexicalEntry:n3288.e30	
lexicogComponent:n3289.e10_comp	Velez’s subentry for 'Sumptus'	hinc	lexicalEntry:n3289.e10	
lexicogComponent:n3289.e20_comp	Velez’s subentry for 'Sumptus'		lexicalEntry:n3289.e20	
lexicogComponent:n3291.e10_comp	Velez’s subentry for 'Super'		lexicalEntry:n3291.e10	
lexicogComponent:n3293.e10_comp	Velez’s subentry for 'Supero'	at	lexicalEntry:n3293.e10	
lexicogComponent:n3296.e10_comp	Velez’s subentry for 'Superus'	fit enim à	lexicalEntry:n3296.e10	
lexicogComponent:n3296.e20_comp	Velez’s subentry for 'Supera'	unde	lexicalEntry:n3296.e20	
lexicogComponent:n3301.e02_comp	Velez’s subentry for 'Supervacuus'	vel	lexicalEntry:n3301.e02	
lexicogComponent:n3304.e02_comp	Velez’s subentry for 'Supparus'	vel	lexicalEntry:n3304.e02	
lexicogComponent:n3305.e02_comp	Velez’s subentry for 'Suppeditor'	vel	lexicalEntry:n3305.e02	
lexicogComponent:n3305.e10_comp	Velez’s subentry for 'Suppeditat'		lexicalEntry:n3305.e10	
lexicogComponent:n3312.e10_comp	Velez’s subentry for 'Suppositus'		lexicalEntry:n3312.e10	
lexicogComponent:n3313.e10_comp	Velez’s subentry for 'Supra'		lexicalEntry:n3313.e10	
lexicogComponent:n3313.e20_comp	Velez’s subentry for 'Superior'	hinc	lexicalEntry:n3313.e20	
lexicogComponent:n3313.e30_comp	Velez’s subentry for 'Supremus'		lexicalEntry:n3313.e30	
lexicogComponent:n3313.e40_comp	Velez’s subentry for 'Supremò'		lexicalEntry:n3313.e40	
lexicogComponent:n3320.e10_comp	Velez’s subentry for 'Suspectus'	at	lexicalEntry:n3320.e10	
lexicogComponent:n3320.e20_comp	Velez’s subentry for 'Suspicio'	à	lexicalEntry:n3320.e20	
lexicogComponent:n3324.e10_comp	Velez’s subentry for 'Symbolus'		lexicalEntry:n3324.e10	
lexicogComponent:n3324.e20_comp	Velez’s subentry for 'Symbola'		lexicalEntry:n3324.e20	
lexicogComponent:n3326.e10_comp	Velez’s subentry for 'Syngraphus'		lexicalEntry:n3326.e10	
lexicogComponent:n3332.e10_comp	Velez’s subentry for 'Tabum'	at	lexicalEntry:n3332.e10	
lexicogComponent:n3332.e20_comp	Velez’s subentry for 'Tabeo'	hinc	lexicalEntry:n3332.e20	
lexicogComponent:n3332.e21_comp	Velez’s subentry for 'Tabesco'	vel	lexicalEntry:n3332.e21	
lexicogComponent:n3333.e10_comp	Velez’s subentry for 'Tacitus'	hinc	lexicalEntry:n3333.e10	
lexicogComponent:n3338.e02_comp	Velez’s subentry for 'Veruntamen'	et	lexicalEntry:n3338.e02	
lexicogComponent:n3344.e02_comp	Velez’s subentry for 'Tantummodo'	vel	lexicalEntry:n3344.e02	
lexicogComponent:n3345.e10_comp	Velez’s subentry for 'Tantidem'	gen.	lexicalEntry:n3345.e10	
lexicogComponent:n3346.e10_comp	Velez’s subentry for 'Tantò'	si verò cum alio genit. jungatur, transit in adverb.	lexicalEntry:n3346.e10	
lexicogComponent:n3347.e02_comp	Velez’s subentry for 'Tapetum'	vel	lexicalEntry:n3347.e02	
lexicogComponent:n3349.e02_comp	Velez’s subentry for 'Tartara'		lexicalEntry:n3349.e02	
lexicogComponent:n3351.e02_comp	Velez’s subentry for 'Taygeta'	vel	lexicalEntry:n3351.e02	
lexicogComponent:n3355.e10_comp	Velez’s subentry for 'Tegula'	at	lexicalEntry:n3355.e10	
lexicogComponent:n3360.e10_comp	Velez’s subentry for 'Tempestivus'		lexicalEntry:n3360.e10	
lexicogComponent:n3361.e02_comp	Velez’s subentry for '[Tempus]'		lexicalEntry:n3361.e02	
lexicogComponent:n3361.e10_comp	Velez’s subentry for 'Tempori'		lexicalEntry:n3361.e10	
lexicogComponent:n3369.e10_comp	Velez’s subentry for 'Tepesco'	sicut &	lexicalEntry:n3369.e10	
lexicogComponent:n3371.e02_comp	Velez’s subentry for 'Terapnae'		lexicalEntry:n3371.e02	
lexicogComponent:n3374.e02_comp	Velez’s subentry for 'Tergeo'	vel	lexicalEntry:n3374.e02	
lexicogComponent:n3379.e10_comp	Velez’s subentry for 'Terribilis'		lexicalEntry:n3379.e10	
lexicogComponent:n3386.e02_comp	Velez’s subentry for 'Teutonus'	vel	lexicalEntry:n3386.e02	
lexicogComponent:n3387.e10_comp	Velez’s subentry for 'Textrina'	hinc	lexicalEntry:n3387.e10	
lexicogComponent:n3387.e11_comp	Velez’s subentry for 'Textrinum'	vel	lexicalEntry:n3387.e11	
lexicogComponent:n3392.e10_comp	Velez’s subentry for 'Thesides'		lexicalEntry:n3392.e10	
lexicogComponent:n3394.e02_comp	Velez’s subentry for 'Thestiadae'	in pl.	lexicalEntry:n3394.e02	
lexicogComponent:n3403.e02_comp	Velez’s subentry for 'Tiaras'	vel	lexicalEntry:n3403.e02	
lexicogComponent:n3405.e10_comp	Velez’s subentry for 'Tiburs'	hinc	lexicalEntry:n3405.e10	
lexicogComponent:n3407.e10_comp	Velez’s subentry for '[Tigris]'		lexicalEntry:n3407.e10	
lexicogComponent:n3411.e02_comp	Velez’s subentry for 'Titanus'	vel	lexicalEntry:n3411.e02	
lexicogComponent:n3415.e02_comp	Velez’s subentry for 'Tonitru'		lexicalEntry:n3415.e02	
lexicogComponent:n3415.e03_comp	Velez’s subentry for 'Tonitruum'		lexicalEntry:n3415.e03	
lexicogComponent:n3416.e10_comp	Velez’s subentry for 'Tonans'	hinc	lexicalEntry:n3416.e10	
lexicogComponent:n3418.e02_comp	Velez’s subentry for 'Torculum'		lexicalEntry:n3418.e02	
lexicogComponent:n3418.e03_comp	Velez’s subentry for 'Torcularium'		lexicalEntry:n3418.e03	
lexicogComponent:n3432.e02_comp	Velez’s subentry for 'Tralleis'	vel	lexicalEntry:n3432.e02	
lexicogComponent:n3436.e02_comp	Velez’s subentry for 'Trapetum'	vel	lexicalEntry:n3436.e02	
lexicogComponent:n3436.e03_comp	Velez’s subentry for 'Trapetus'	vel	lexicalEntry:n3436.e03	
lexicogComponent:n3441.e02_comp	Velez’s subentry for 'Tribulum'		lexicalEntry:n3441.e02	
lexicogComponent:n3446.e10_comp	Velez’s subentry for 'Tricor'	hinc	lexicalEntry:n3446.e10	
lexicogComponent:n3446.e20_comp	Velez’s subentry for 'Intrico'	at	lexicalEntry:n3446.e20	
lexicogComponent:n3446.e30_comp	Velez’s subentry for 'Extrico'		lexicalEntry:n3446.e30	
lexicogComponent:n3451.e10_comp	Velez’s subentry for 'Trientalis'	hinc	lexicalEntry:n3451.e10	
lexicogComponent:n3458.e10_comp	Velez’s subentry for 'Tritonis'	Ponitur item	lexicalEntry:n3458.e10	
lexicogComponent:n3460.e10_comp	Velez’s subentry for 'Troia'	est item	lexicalEntry:n3460.e10	
lexicogComponent:n3461.e10_comp	Velez’s subentry for 'Trojugena'	dicitur &	lexicalEntry:n3461.e10	
lexicogComponent:n3464.e10_comp	Velez’s subentry for 'Truncus'	at	lexicalEntry:n3464.e10	
lexicogComponent:n3465.e10_comp	Velez’s subentry for 'Trucido'	hinc	lexicalEntry:n3465.e10	
lexicogComponent:n3466.e10_comp	Velez’s subentry for '[Tuber]'		lexicalEntry:n3466.e10	
lexicogComponent:n3466.e20_comp	Velez’s subentry for '[Tuber]'		lexicalEntry:n3466.e20	
lexicogComponent:n3471.e10_comp	Velez’s subentry for 'Tumultuarius'	unde	lexicalEntry:n3471.e10	
lexicogComponent:n3475.e10_comp	Velez’s subentry for 'Turbo'	est item	lexicalEntry:n3475.e10	
lexicogComponent:n3481.e10_comp	Velez’s subentry for 'Tutè'	at	lexicalEntry:n3481.e10	
lexicogComponent:n3481.e11_comp	Velez’s subentry for 'Tutò'	vel	lexicalEntry:n3481.e11	
lexicogComponent:n3484.e02_comp	Velez’s subentry for '[Tydeus]'		lexicalEntry:n3484.e02	
lexicogComponent:n3487.e02_comp	Velez’s subentry for 'Typhon'	vel	lexicalEntry:n3487.e02	
lexicogComponent:n3487.e10_comp	Velez’s subentry for 'Typhon'	est item	lexicalEntry:n3487.e10	
lexicogComponent:n3490.e02_comp	Velez’s subentry for 'Tyrus'	vel	lexicalEntry:n3490.e02	
lexicogComponent:n3494.e10_comp	Velez’s subentry for 'Vado'	at	lexicalEntry:n3494.e10	
lexicogComponent:n3495.e10_comp	Velez’s subentry for 'Vador'		lexicalEntry:n3495.e10	
lexicogComponent:n3503.e10_comp	Velez’s subentry for 'Vallum'		lexicalEntry:n3503.e10	
lexicogComponent:n3503.e11_comp	Velez’s subentry for 'Vallus'	vel	lexicalEntry:n3503.e11	
lexicogComponent:n3508.e10_comp	Velez’s subentry for 'Vadimonium'	unde	lexicalEntry:n3508.e10	
lexicogComponent:n3508.e20_comp	Velez’s subentry for 'Vador'	hinc	lexicalEntry:n3508.e20	
lexicogComponent:n3510.e10_comp	Velez’s subentry for 'Vastus'	nam	lexicalEntry:n3510.e10	
lexicogComponent:n3512.e10_comp	Velez’s subentry for 'Uber'		lexicalEntry:n3512.e10	
lexicogComponent:n3513.e10_comp	Velez’s subentry for 'Ubiubi'		lexicalEntry:n3513.e10	
lexicogComponent:n3513.e20_comp	Velez’s subentry for 'Ubinam'		lexicalEntry:n3513.e20	
lexicogComponent:n3513.e30_comp	Velez’s subentry for 'Ubivis'		lexicalEntry:n3513.e30	
lexicogComponent:n3516.e10_comp	Velez’s subentry for 've'	at	lexicalEntry:n3516.e10	
lexicogComponent:n3517.e10_comp	Velez’s subentry for 'Vecordia'	hinc	lexicalEntry:n3517.e10	
lexicogComponent:n3518.e10_comp	Velez’s subentry for 'Vectigalis'		lexicalEntry:n3518.e10	
lexicogComponent:n3530.e10_comp	Velez’s subentry for 'Veneficus'	at	lexicalEntry:n3530.e10	
lexicogComponent:n3530.e20_comp	Velez’s subentry for 'Veneficium'	hinc	lexicalEntry:n3530.e20	
lexicogComponent:n3535.e10_comp	Velez’s subentry for '[Venus]'		lexicalEntry:n3535.e10	
lexicogComponent:n3544.e10_comp	Velez’s subentry for 'Verres'	fuit item	lexicalEntry:n3544.e10	
lexicogComponent:n3546.e10_comp	Velez’s subentry for 'Versus'		lexicalEntry:n3546.e10	
lexicogComponent:n3546.e20_comp	Velez’s subentry for 'Versus'		lexicalEntry:n3546.e20	
lexicogComponent:n3551.e10_comp	Velez’s subentry for 'Vesania'		lexicalEntry:n3551.e10	
lexicogComponent:n3553.e02_comp	Velez’s subentry for 'Vesperus'	vel	lexicalEntry:n3553.e02	
lexicogComponent:n3553.e10_comp	Velez’s subentry for 'Vesper'	unde	lexicalEntry:n3553.e10	
lexicogComponent:n3553.e11_comp	Velez’s subentry for 'Vesperus'	vel	lexicalEntry:n3553.e11	
