ontolex.LexicalEntry	subClass	decomp.subterm	lexinfo.note	ontolex.canonicalForm	ontolex.lexicalForm	ontolex.sense	rdfs.label	skos.note
lexicalEntry:n0143.e01	ontolex:Word			lilaLemma:87722		lexicalSense:n0143.sg01.s01, lexicalSense:n0143.sg01.s99	Velez’s lexical entry for 'Advolo'	
lexicalEntry:n0144.e01	ontolex:Word			lilaLemma:87723		lexicalSense:n0144.sg01.s01	Velez’s lexical entry for 'Advolvo'	
lexicalEntry:n0145.e01	ontolex:Word			lilaLemma:87729		lexicalSense:n0145.sg01.s01	Velez’s lexical entry for 'Adytum'	
lexicalEntry:n0146.e01	ontolex:Word		Patron.	lilaLemma:4779		lexicalSense:n0146.sg01.s01	Velez’s lexical entry for 'Aeacides'	
lexicalEntry:n0147.e01	ontolex:Word			lilaLemma:87733		lexicalSense:n0147.sg01.s01, lexicalSense:n0147.sg01.s02	Velez’s lexical entry for 'Aedes'	
lexicalEntry:n0148.e01	ontolex:Word			lilaLemma:87747		lexicalSense:n0148.sg01.s01	Velez’s lexical entry for 'Aedilis'	Ablativus in i, vel in e.
lexicalEntry:n0149.e01	ontolex:Word			lilaLemma:87759		lexicalSense:n0149.sg01.s01	Velez’s lexical entry for 'Aedon'	
lexicalEntry:n0150.e01	ontolex:Word		Patron. Masc.	lilaLemma:156100		lexicalSense:n0150.sg01.s01	Velez’s lexical entry for 'Aeetiades'	
lexicalEntry:n0151.e01	ontolex:Word		Patron. F.	lilaLemma:4947		lexicalSense:n0151.sg01.s01	Velez’s lexical entry for 'Aeetias'	
lexicalEntry:n0151.e02	ontolex:Word			lilaLemma:4962		lexicalSense:n0151.sg01.s01	Velez’s lexical entry for 'Aeetis'	
lexicalEntry:n0152.e01	ontolex:Word			lilaLemma:5048		lexicalSense:n0152.sg01.s01	Velez’s lexical entry for 'Aegaeon'	
lexicalEntry:n0153.e01	ontolex:Word			lilaLemma:87767		lexicalSense:n0153.sg01.s01	Velez’s lexical entry for 'Aegilops'	
lexicalEntry:n0154.e01	ontolex:Word			lilaLemma:5119		lexicalSense:n0154.sg01.s01, lexicalSense:n0154.sg01.s99	Velez’s lexical entry for 'Aegina'	
lexicalEntry:n0155.e01	ontolex:Word			lilaLemma:87775		lexicalSense:n0155.sg01.s01	Velez’s lexical entry for 'Aegoceros'	
lexicalEntry:n0156.e01	ontolex:Word		f. g.	lilaLemma:5405		lexicalSense:n0156.sg01.s01, lexicalSense:n0156.sg01.s02, lexicalSense:n0156.sg01.s99	Velez’s lexical entry for 'Aegyptus'	
lexicalEntry:n0157.e01	ontolex:Word			lilaLemma:87805		lexicalSense:n0157.sg01.s01	Velez’s lexical entry for 'Aemulus'	
lexicalEntry:n0158.e01	ontolex:Word			lilaLemma:5675		lexicalSense:n0158.sg01.s01	Velez’s lexical entry for 'Aeneas'	
lexicalEntry:n0159.e01	ontolex:Word			lilaLemma:5664		lexicalSense:n0159.sg01.s01	Velez’s lexical entry for 'Aeneades'	
lexicalEntry:n0160.e01	ontolex:Word			lilaLemma:5686		lexicalSense:n0160.sg01.s01	Velez’s lexical entry for 'Aeneis'	secunda communis.
lexicalEntry:n0161.e01	ontolex:Word			lilaLemma:5823		lexicalSense:n0161.sg01.s01, lexicalSense:n0161.sg01.s02	Velez’s lexical entry for 'Aeolides'	
lexicalEntry:n0162.e01	ontolex:Word			lilaLemma:5854		lexicalSense:n0162.sg01.s01, lexicalSense:n0162.sg01.s02	Velez’s lexical entry for 'Aeolis'	
lexicalEntry:n0163.e01	ontolex:Word			lilaLemma:5923		lexicalSense:n0163.sg01.s01	Velez’s lexical entry for 'Aepy'	
lexicalEntry:n0164.e01	ontolex:Word			lilaLemma:87821		lexicalSense:n0164.sg01.s01	Velez’s lexical entry for 'Aequalis'	
lexicalEntry:n0165.e01	ontolex:MultiwordExpression	lexicalEntry:n0170.e01, lexicalEntry:n0526.e01, lexicalEntry:n2868.e01, lexicalEntry:n1303.e01			lexicalForm:n0165.e01.f01	lexicalSense:n0165.sg01.s01	Velez’s lexical entry for 'Aequi bonique facere'	
lexicalEntry:n0166.e01	ontolex:Word			lilaLemma:87844		lexicalSense:n0166.sg01.s01	Velez’s lexical entry for 'Aequilibris'	
lexicalEntry:n0167.e01	ontolex:Word			lilaLemma:87859		lexicalSense:n0167.sg01.s01	Velez’s lexical entry for 'Aequiparo'	
lexicalEntry:n0168.e01	ontolex:Word			lilaLemma:87869		lexicalSense:n0168.sg01.s01	Velez’s lexical entry for 'Aequo'	
lexicalEntry:n0169.e01	ontolex:Word			lilaLemma:87870		lexicalSense:n0169.sg01.s01, lexicalSense:n0169.sg01.s02	Velez’s lexical entry for 'Aequor'	
lexicalEntry:n0170.e01	ontolex:Word			lilaLemma:87765		lexicalSense:n0170.sg01.s01, lexicalSense:n0170.sg01.s02, lexicalSense:n0170.sg01.s99	Velez’s lexical entry for 'Aequus'	
lexicalEntry:n0171.e01	ontolex:Word			lilaLemma:87873		lexicalSense:n0171.sg01.s01, lexicalSense:n0171.sg01.s99	Velez’s lexical entry for 'Aer'	
lexicalEntry:n0172.e01	ontolex:Word			lilaLemma:87918		lexicalSense:n0172.sg01.s01, lexicalSense:n0172.sg01.s02, lexicalSense:n0172.sg01.s99	Velez’s lexical entry for 'Aes'	
lexicalEntry:n0173.e01	ontolex:Word		Patron. masc.	lilaLemma:6870		lexicalSense:n0173.sg01.s01	Velez’s lexical entry for 'Aesonides'	
lexicalEntry:n0174.e01	ontolex:Word			lilaLemma:87940		lexicalSense:n0174.sg01.s01, lexicalSense:n0174.sg01.s99	Velez’s lexical entry for 'Aestimo'	
lexicalEntry:n0175.e01	ontolex:Word			lilaLemma:87946		lexicalSense:n0175.sg01.s01, lexicalSense:n0175.sg01.s02	Velez’s lexical entry for 'Aestiva'	
lexicalEntry:n0176.e01	ontolex:Word			lilaLemma:87961		lexicalSense:n0176.sg01.s01	Velez’s lexical entry for 'Aeternus'	Aeternior comparativum.
lexicalEntry:n0176.e10	ontolex:Word			lilaLemma:124298		lexicalSense:n0176.sg10.s01	Velez’s lexical entry for 'Sempiternus'	
lexicalEntry:n0176.e20	ontolex:Word		adverbia,	lilaIpoLemma:112820		lexicalSense:n0176.sg20.s01	Velez’s lexical entry for 'Aeternùm'	
lexicalEntry:n0176.e21	ontolex:Word			lilaIpoLemma:112819		lexicalSense:n0176.sg20.s01	Velez’s lexical entry for 'Aeternò'	
lexicalEntry:n0177.e01	ontolex:Word			lilaLemma:87965		lexicalSense:n0177.sg01.s01	Velez’s lexical entry for 'Aether'	
lexicalEntry:n0178.e01	ontolex:Word			lilaLemma:6939		lexicalSense:n0178.sg01.s01, lexicalSense:n0178.sg01.s99	Velez’s lexical entry for 'Aethiops'	
lexicalEntry:n0178.e10	ontolex:Word			lilaLemma:141148		lexicalSense:n0178.sg10.s01	Velez’s lexical entry for 'Aethiopes'	
lexicalEntry:n0179.e01	ontolex:Word		Adverb.	lilaLemma:90910		lexicalSense:n0179.sg01.s01, lexicalSense:n0179.sg01.s99	Velez’s lexical entry for 'Affatim'	
lexicalEntry:n0180.e01	ontolex:Word			lilaLemma:87993		lexicalSense:n0180.sg01.s01, lexicalSense:n0180.sg01.s02, lexicalSense:n0180.sg01.s99	Velez’s lexical entry for 'Affectio'	
lexicalEntry:n0180.e02	ontolex:Word			lilaLemma:87975		lexicalSense:n0180.sg01.s01, lexicalSense:n0180.sg01.s02, lexicalSense:n0180.sg01.s99	Velez’s lexical entry for 'affectus'	
lexicalEntry:n0181.e01	ontolex:Word			lilaLemma:88001		lexicalSense:n0181.sg01.s01, lexicalSense:n0181.sg01.s99	Velez’s lexical entry for 'Affero'	
lexicalEntry:n0182.e01	ontolex:Word			lilaLemma:88003		lexicalSense:n0182.sg01.s01, lexicalSense:n0182.sg01.s99	Velez’s lexical entry for 'Afficio'	
lexicalEntry:n0182.e10	ontolex:Word		passivum,	lilaLemma:88003		lexicalSense:n0182.sg10.s01	Velez’s lexical entry for 'Afficior'	
lexicalEntry:n0182.e20	ontolex:Word			lilaIpoLemma:1373		lexicalSense:n0182.sg20.s01	Velez’s lexical entry for 'affectus'	
lexicalEntry:n0183.e01	ontolex:Word			lilaLemma:88006		lexicalSense:n0183.sg01.s01	Velez’s lexical entry for 'Affigo'	
lexicalEntry:n0184.e01	ontolex:Word			lilaLemma:88009		lexicalSense:n0184.sg01.s01	Velez’s lexical entry for 'Affingo'	
lexicalEntry:n0185.e01	ontolex:Word		Substant.	lilaLemma:88010		lexicalSense:n0185.sg01.s01	Velez’s lexical entry for 'Affinis'	
lexicalEntry:n0186.e01	ontolex:Word		Adject.	lilaLemma:88010		lexicalSense:n0186.sg01.s01	Velez’s lexical entry for 'Affinis'	
lexicalEntry:n0187.e01	ontolex:Word			lilaLemma:88026		lexicalSense:n0187.sg01.s01, lexicalSense:n0187.sg01.s99	Velez’s lexical entry for 'Affligo'	
lexicalEntry:n0188.e01	ontolex:Word			lilaLemma:88027		lexicalSense:n0188.sg01.s01, lexicalSense:n0188.sg01.s02, lexicalSense:n0188.sg01.s03	Velez’s lexical entry for 'Afflo'	
lexicalEntry:n0189.e01	ontolex:Word			lilaLemma:88030		lexicalSense:n0189.sg01.s01, lexicalSense:n0189.sg01.s02	Velez’s lexical entry for 'Affluo'	
lexicalEntry:n0190.e01	ontolex:Word			lilaLemma:88038		lexicalSense:n0190.sg01.s01	Velez’s lexical entry for 'Affrico'	
lexicalEntry:n0191.e01	ontolex:Word			lilaLemma:88040		lexicalSense:n0191.sg01.s01, lexicalSense:n0191.sg01.s99	Velez’s lexical entry for 'Affulgeo'	
lexicalEntry:n0192.e01	ontolex:Word			lilaLemma:88041		lexicalSense:n0192.sg01.s01	Velez’s lexical entry for 'Affundo'	
lexicalEntry:n0193.e01	ontolex:Word			lilaLemma:136453		lexicalSense:n0193.sg01.s01, lexicalSense:n0193.sg01.s99	Velez’s lexical entry for 'Agamemnon'	
lexicalEntry:n0194.e01	ontolex:Word		adverbia adhortantis, vel corripientis,	lilaLemma:88139		lexicalSense:n0194.sg01.s01	Velez’s lexical entry for 'Agè'	Agè, singularem tantùm numerum, Agitè pluralem, Agedùm utrumque admittit.
lexicalEntry:n0195.e01	ontolex:Word			lilaLemma:7610		lexicalSense:n0195.sg01.s01	Velez’s lexical entry for 'Agenorides'	
lexicalEntry:n0196.e01	ontolex:Word			lilaLemma:88073		lexicalSense:n0196.sg01.s01	Velez’s lexical entry for 'Aggero'	
lexicalEntry:n0197.e01	ontolex:Word		Commune,	lilaLemma:88082		lexicalSense:n0197.sg01.s01	Velez’s lexical entry for 'Aggredior'	
lexicalEntry:n0198.e01	ontolex:Word			lilaLemma:88106		lexicalSense:n0198.sg01.s01, lexicalSense:n0198.sg01.s02	Velez’s lexical entry for 'Agmen'	
lexicalEntry:n0199.e01	ontolex:Word			lilaLemma:88110		lexicalSense:n0199.sg01.s01	Velez’s lexical entry for 'Agnascor'	Praeteritu Agnatus sum;
lexicalEntry:n0199.e10	ontolex:Word			lilaLemma:156148		lexicalSense:n0199.sg10.s01, lexicalSense:n0199.sg10.s99	Velez’s lexical entry for 'Agnati'	
lexicalEntry:n0200.e01	ontolex:Word			lilaLemma:88134		lexicalSense:n0200.sg01.s01, lexicalSense:n0200.sg01.s02, lexicalSense:n0200.sg01.s99	Velez’s lexical entry for 'Agnosco'	
lexicalEntry:n0201.e01	ontolex:Word			lilaLemma:88140		lexicalSense:n0201.sg01.s01, lexicalSense:n0201.sg01.s99	Velez’s lexical entry for 'Ago'	
lexicalEntry:n0202.e01	ontolex:Word			lilaLemma:88143		lexicalSense:n0202.sg01.s01	Velez’s lexical entry for 'Agon'	
lexicalEntry:n0203.e01	ontolex:Word			lilaLemma:8564			Velez’s lexical entry for 'Agragas'	Vide Acragas.
lexicalEntry:n0204.e01	ontolex:Word			lilaLemma:88174		lexicalSense:n0204.sg01.s01	Velez’s lexical entry for 'Agricola'	
lexicalEntry:n0205.e01	ontolex:Word			lilaLemma:90943		lexicalSense:n0205.sg01.s01, lexicalSense:n0205.sg01.s02	Velez’s lexical entry for 'Ah'	
lexicalEntry:n0206.e01	ontolex:Word			lilaLemma:9422		lexicalSense:n0206.sg01.s01	Velez’s lexical entry for 'Aiax'	
lexicalEntry:n0207.e01	ontolex:Word			lilaLemma:88191		lexicalSense:n0207.sg01.s01, lexicalSense:n0207.sg01.s99	Velez’s lexical entry for 'Aio'	
lexicalEntry:n0208.e01	ontolex:Word			lilaLemma:88199		lexicalSense:n0208.sg01.s01, lexicalSense:n0208.sg01.s02	Velez’s lexical entry for 'Alabaster'	
lexicalEntry:n0208.e02	ontolex:Word			lilaLemma:88200		lexicalSense:n0208.sg01.s01, lexicalSense:n0208.sg01.s02	Velez’s lexical entry for 'alabastrum'	
lexicalEntry:n0209.e01	ontolex:Word			lilaLemma:88205		lexicalSense:n0209.sg01.s01	Velez’s lexical entry for 'Alacer'	
lexicalEntry:n0210.e01	ontolex:Word			lilaLemma:88271		lexicalSense:n0210.sg01.s01	Velez’s lexical entry for 'Alcedo'	
lexicalEntry:n0210.e10	ontolex:Word			lilaLemma:88272		lexicalSense:n0210.sg10.s01, lexicalSense:n0210.sg10.s02	Velez’s lexical entry for 'Alcedonia'	
lexicalEntry:n0211.e01	ontolex:Word			lilaLemma:10212		lexicalSense:n0211.sg01.s01	Velez’s lexical entry for 'Alcides'	
lexicalEntry:n0212.e01	ontolex:Word			lilaLemma:88277			Velez’s lexical entry for 'Alcyon'	Vide Halcyon.
lexicalEntry:n0213.e01	ontolex:Word			lilaLemma:10266		lexicalSense:n0213.sg01.s01	Velez’s lexical entry for 'Alecto'	
lexicalEntry:n0214.e01	ontolex:Word			lilaLemma:88292		lexicalSense:n0214.sg01.s01, lexicalSense:n0214.sg01.s99	Velez’s lexical entry for 'Ales'	Substant.
lexicalEntry:n0215.e01	ontolex:Word		Adject.	lilaLemma:138699		lexicalSense:n0215.sg01.s01, lexicalSense:n0215.sg01.s99	Velez’s lexical entry for 'Ales'	
lexicalEntry:n0216.e01	ontolex:Word			lilaLemma:105117			Velez’s lexical entry for 'Alex'	Vide Halec, Arenque peixe.
lexicalEntry:n0217.e01	ontolex:Word			lilaLemma:156101		lexicalSense:n0217.sg01.s01, lexicalSense:n0217.sg01.s02	Velez’s lexical entry for 'Alecis'	
lexicalEntry:n0218.e01	ontolex:Word			lilaLemma:88297		lexicalSense:n0218.sg01.s01	Velez’s lexical entry for 'Algeo'	
lexicalEntry:n0219.e01	ontolex:Word			lilaLemma:88311		lexicalSense:n0219.sg01.s01	Velez’s lexical entry for 'Alibi'	Adverb.
lexicalEntry:n0220.e01	ontolex:Word			lilaLemma:88320		lexicalSense:n0220.sg01.s01	Velez’s lexical entry for 'Alicubi'	
lexicalEntry:n0221.e01	ontolex:Word			lilaLemma:91101		lexicalSense:n0221.sg01.s01	Velez’s lexical entry for 'Aliunde'	
lexicalEntry:n0222.e01	ontolex:Word			lilaLemma:88325		lexicalSense:n0222.sg01.s01	Velez’s lexical entry for 'Alienigena'	
lexicalEntry:n0223.e01	ontolex:Word			lilaLemma:88329		lexicalSense:n0223.sg01.s01	Velez’s lexical entry for 'Alieno'	
lexicalEntry:n0224.e01	ontolex:Word			lilaLemma:88330		lexicalSense:n0224.sg01.s01, lexicalSense:n0224.sg01.s99	Velez’s lexical entry for 'Alienus'	
lexicalEntry:n0225.e01	ontolex:Word		Adverb.	lilaIpoLemma:1834		lexicalSense:n0225.sg01.s01	Velez’s lexical entry for 'Aliò'	
lexicalEntry:n0225.e02	ontolex:Word			lilaLemma:88342		lexicalSense:n0225.sg01.s01	Velez’s lexical entry for 'Aliorsum'	
lexicalEntry:n0226.e01	ontolex:Word			lilaIpoLemma:110475		lexicalSense:n0226.sg01.s01	Velez’s lexical entry for 'Aliquà'	
lexicalEntry:n0227.e01	ontolex:Word			lilaIpoLemma:113071		lexicalSense:n0227.sg01.s01	Velez’s lexical entry for 'Aliquantò'	
lexicalEntry:n0227.e02	ontolex:Word			lilaIpoLemma:112821		lexicalSense:n0227.sg01.s01	Velez’s lexical entry for 'Aliquantum'	
lexicalEntry:n0228.e01	ontolex:Word			lilaLemma:91108		lexicalSense:n0228.sg01.s01, lexicalSense:n0228.sg01.s99	Velez’s lexical entry for 'Aliquis'	
lexicalEntry:n0229.e01	ontolex:Word			lilaIpoLemma:110475		lexicalSense:n0229.sg01.s01	Velez’s lexical entry for 'Aliquò'	Adverb
lexicalEntry:n0230.e01	ontolex:Word			lilaLemma:91092		lexicalSense:n0230.sg01.s01	Velez’s lexical entry for 'Aliquot'	Nome adject. Indeclin. No plurar somente.
lexicalEntry:n0231.e01	ontolex:Word			lilaLemma:28966		lexicalSense:n0231.sg01.s01	Velez’s lexical entry for 'Aliter'	Adverb.
lexicalEntry:n0232.e01	ontolex:Word			lilaLemma:91101		lexicalSense:n0232.sg01.s01	Velez’s lexical entry for 'Aliunde'	
lexicalEntry:n0233.e01	ontolex:Word			lilaLemma:88481		lexicalSense:n0233.sg01.s01	Velez’s lexical entry for 'Alius'	
lexicalEntry:n0234.e01	ontolex:Word			lilaLemma:29071		lexicalSense:n0234.sg01.s01	Velez’s lexical entry for 'Allia'	
lexicalEntry:n0235.e01	ontolex:Word			lilaLemma:88388		lexicalSense:n0235.sg01.s01	Velez’s lexical entry for 'Allicio'	
lexicalEntry:n0236.e01	ontolex:Word			lilaLemma:88395		lexicalSense:n0236.sg01.s01	Velez’s lexical entry for 'Alligo'	
lexicalEntry:n0237.e01	ontolex:Word			lilaLemma:88397		lexicalSense:n0237.sg01.s01	Velez’s lexical entry for 'Allino'	
lexicalEntry:n0238.e01	ontolex:Word			lilaLemma:10838		lexicalSense:n0238.sg01.s01	Velez’s lexical entry for 'Allobrox'	
lexicalEntry:n0239.e01	ontolex:Word			lilaLemma:88408		lexicalSense:n0239.sg01.s01	Velez’s lexical entry for 'Alluceo'	
lexicalEntry:n0240.e01	ontolex:Word			lilaLemma:88412		lexicalSense:n0240.sg01.s01, lexicalSense:n0240.sg01.s02, lexicalSense:n0240.sg01.s99	Velez’s lexical entry for 'Alludo'	
lexicalEntry:n0241.e01	ontolex:Word			lilaLemma:88417		lexicalSense:n0241.sg01.s01	Velez’s lexical entry for 'Alluvies'	
lexicalEntry:n0241.e02	ontolex:Word			lilaLemma:88418		lexicalSense:n0241.sg01.s01	Velez’s lexical entry for 'Alluvio'	
lexicalEntry:n0242.e01	ontolex:Word			lilaLemma:88426		lexicalSense:n0242.sg01.s01	Velez’s lexical entry for 'Almus'	
lexicalEntry:n0243.e01	ontolex:Word			lilaLemma:88429		lexicalSense:n0243.sg01.s01	Velez’s lexical entry for 'Alo'	
lexicalEntry:n0244.e01	ontolex:Word			lilaLemma:88431		lexicalSense:n0244.sg01.s01, lexicalSense:n0244.sg01.s99	Velez’s lexical entry for 'Aloe'	
lexicalEntry:n0245.e01	ontolex:Word			lilaLemma:29326		lexicalSense:n0245.sg01.s01	Velez’s lexical entry for 'Alpes'	
lexicalEntry:n0246.e01	ontolex:Word		Nome indecl,	lilaLemma:29329		lexicalSense:n0246.sg01.s01	Velez’s lexical entry for 'Alpha'	
lexicalEntry:n0247.e01	ontolex:Word		Partit.	lilaLemma:88457		lexicalSense:n0247.sg01.s01, lexicalSense:n0247.sg01.s99	Velez’s lexical entry for 'Alter'	
lexicalEntry:n0248.e01	ontolex:Word			lilaLemma:91086		lexicalSense:n0248.sg01.s01	Velez’s lexical entry for 'Alteruter'	Partit.
lexicalEntry:n0249.e01	ontolex:Word			lilaLemma:88516		lexicalSense:n0249.sg01.s01	Velez’s lexical entry for 'Alvear'	
lexicalEntry:n0249.e03	ontolex:Word			lilaLemma:88515		lexicalSense:n0249.sg01.s01	Velez’s lexical entry for 'Alvearium'	
lexicalEntry:n0250.e01	ontolex:Word			lilaLemma:88522		lexicalSense:n0250.sg01.s01, lexicalSense:n0250.sg01.s02, lexicalSense:n0250.sg01.s03, lexicalSense:n0250.sg01.s04	Velez’s lexical entry for 'Alveus'	
lexicalEntry:n0251.e01	ontolex:Word			lilaLemma:88536		lexicalSense:n0251.sg01.s01	Velez’s lexical entry for 'Alumnus'	
lexicalEntry:n0251.e10	ontolex:Word			lilaLemma:88538		lexicalSense:n0251.sg10.s01	Velez’s lexical entry for 'Alumnus'	
lexicalEntry:n0252.e01	ontolex:Word			lilaLemma:88525		lexicalSense:n0252.sg01.s01	Velez’s lexical entry for 'Alvus'	
lexicalEntry:n0253.e01	ontolex:Word			lilaLemma:88549		lexicalSense:n0253.sg01.s01	Velez’s lexical entry for 'Am'	
lexicalEntry:n0253.e10	ontolex:Affix			lilaPrefix:10		lexicalSense:n0253.sg10.s01	Velez’s lexical entry for 'Am'	
lexicalEntry:n0254.e01	ontolex:Word			lilaLemma:88550		lexicalSense:n0254.sg01.s01	Velez’s lexical entry for 'Amabilis'	
lexicalEntry:n0255.e01	ontolex:Word			lilaLemma:88560		lexicalSense:n0255.sg01.s01	Velez’s lexical entry for 'Amaracus'	
lexicalEntry:n0255.e02	ontolex:Word			lilaLemma:88561		lexicalSense:n0255.sg01.s01	Velez’s lexical entry for 'amaracum'	
lexicalEntry:n0256.e01	ontolex:Word			lilaLemma:12542		lexicalSense:n0256.sg01.s01	Velez’s lexical entry for 'Amaryllis'	
lexicalEntry:n0257.e01	ontolex:Word			lilaLemma:12805		lexicalSense:n0257.sg01.s01	Velez’s lexical entry for 'Amathus'	
lexicalEntry:n0258.e01	ontolex:Word			lilaLemma:12959		lexicalSense:n0258.sg01.s01	Velez’s lexical entry for 'Amazon'	
lexicalEntry:n0259.e01	ontolex:Word			lilaLemma:88613		lexicalSense:n0259.sg01.s01, lexicalSense:n0259.sg01.s02	Velez’s lexical entry for 'Ambigo'	
lexicalEntry:n0260.e01	ontolex:Word			lilaLemma:88619		lexicalSense:n0260.sg01.s01, lexicalSense:n0260.sg01.s02	Velez’s lexical entry for 'Ambitio'	
lexicalEntry:n0261.e01	ontolex:Word			lilaLemma:88620		lexicalSense:n0261.sg01.s01, lexicalSense:n0261.sg01.s02, lexicalSense:n0261.sg01.s03	Velez’s lexical entry for 'Ambitiosus'	
lexicalEntry:n0262.e01	ontolex:Word			lilaIpoLemma:1967		lexicalSense:n0262.sg01.s01	Velez’s lexical entry for 'Ambitus'	Particip. ab Ambio, is.
lexicalEntry:n0263.e01	ontolex:Word			lilaLemma:91039		lexicalSense:n0263.sg01.s01, lexicalSense:n0263.sg01.s02, lexicalSense:n0263.sg01.s99	Velez’s lexical entry for 'Ambitus'	
lexicalEntry:n0264.e01	ontolex:Word			lilaLemma:88625		lexicalSense:n0264.sg01.s01	Velez’s lexical entry for 'Ambo'	
lexicalEntry:n0265.e01	ontolex:Word			lilaLemma:88634		lexicalSense:n0265.sg01.s01	Velez’s lexical entry for 'Ambulacrum'	
lexicalEntry:n0266.e01	ontolex:Word			lilaLemma:88636		lexicalSense:n0266.sg01.s01	Velez’s lexical entry for 'Ambulatio'	
lexicalEntry:n0267.e01	ontolex:Word			lilaLemma:88651		lexicalSense:n0267.sg01.s01, lexicalSense:n0267.sg01.s02	Velez’s lexical entry for 'Amen'	Adverb.
lexicalEntry:n0268.e01	ontolex:Word			lilaLemma:88657		lexicalSense:n0268.sg01.s01	Velez’s lexical entry for 'Ames'	
lexicalEntry:n0269.e01	ontolex:Word			lilaLemma:88674		lexicalSense:n0269.sg01.s01	Velez’s lexical entry for 'Amicio'	
lexicalEntry:n0270.e01	ontolex:Word			lilaLemma:87667		lexicalSense:n0270.sg01.s01	Velez’s lexical entry for 'Amicus'	
lexicalEntry:n0271.e01	ontolex:Word			lilaLemma:14331		lexicalSense:n0271.sg01.s01, lexicalSense:n0271.sg01.s02	Velez’s lexical entry for 'Amilcar'	
lexicalEntry:n0272.e01	ontolex:Word			lilaLemma:88704		lexicalSense:n0272.sg01.s01	Velez’s lexical entry for 'Amnis'	
lexicalEntry:n0273.e01	ontolex:Word			lilaLemma:88705		lexicalSense:n0273.sg01.s01, lexicalSense:n0273.sg01.s03	Velez’s lexical entry for 'Amo'	
lexicalEntry:n0273.e02	ontolex:Word			lilaLemma:157285		lexicalSense:n0273.sg02.s02	Velez’s lexical entry for 'Amabo'	
lexicalEntry:n0274.e01	ontolex:Word			lilaLemma:88710		lexicalSense:n0274.sg01.s01	Velez’s lexical entry for 'Amoenus'	
lexicalEntry:n0275.e01	ontolex:Word			lilaLemma:88716		lexicalSense:n0275.sg01.s01	Velez’s lexical entry for 'Amomum'	
lexicalEntry:n0276.e01	ontolex:Word			lilaLemma:88717		lexicalSense:n0276.sg01.s01, lexicalSense:n0276.sg01.s99	Velez’s lexical entry for 'Amor'	
lexicalEntry:n0277.e01	ontolex:Word			lilaLemma:88725		lexicalSense:n0277.sg01.s01	Velez’s lexical entry for 'Amoveo'	
lexicalEntry:n0278.e01	ontolex:Word			lilaLemma:15041		lexicalSense:n0278.sg01.s01	Velez’s lexical entry for 'Amphiaraides'	
lexicalEntry:n0279.e01	ontolex:Word			lilaLemma:88737		lexicalSense:n0279.sg01.s01	Velez’s lexical entry for 'Amphibolia'	
lexicalEntry:n0280.e01	ontolex:Word			lilaLemma:15380		lexicalSense:n0280.sg01.s01	Velez’s lexical entry for 'Amphitryoniades'	
lexicalEntry:n0280.e02	ontolex:Word			lilaLemma:15385		lexicalSense:n0280.sg01.s01	Velez’s lexical entry for 'Amphitryonides'	
lexicalEntry:n0281.e01	ontolex:Word			lilaLemma:88767		lexicalSense:n0281.sg01.s01	Velez’s lexical entry for 'Amplector'	
lexicalEntry:n0282.e01	ontolex:Word		Adverb.	lilaIpoLemma:113513		lexicalSense:n0282.sg01.s01	Velez’s lexical entry for 'Ampliùs'	
lexicalEntry:n0283.e01	ontolex:Word			lilaLemma:88809		lexicalSense:n0283.sg01.s01, lexicalSense:n0283.sg01.s99	Velez’s lexical entry for 'Amussis'	
lexicalEntry:n0283.e10	ontolex:Word			lilaLemma:156129		lexicalSense:n0283.sg10.s01	Velez’s lexical entry for 'Mussim'	
lexicalEntry:n0283.e11	ontolex:Word			lilaLemma:91123		lexicalSense:n0283.sg10.s01	Velez’s lexical entry for 'Adamussim'	
lexicalEntry:n0283.e12	ontolex:Word		adverbia	lilaLemma:101770		lexicalSense:n0283.sg10.s01	Velez’s lexical entry for 'Examussim'	
lexicalEntry:n0284.e01	ontolex:Word			lilaLemma:16046		lexicalSense:n0284.sg01.s01	Velez’s lexical entry for 'Amyntiades'	
lexicalEntry:n0285.e01	ontolex:Word			lilaLemma:88828		lexicalSense:n0285.sg01.s01	Velez’s lexical entry for 'An'	
lexicalEntry:n0285.e02	ontolex:Word			lilaLemma:88829		lexicalSense:n0285.sg02.s01	Velez’s lexical entry for 'An'	
lexicalEntry:n0286.e01	ontolex:Word			lilaLemma:88901		lexicalSense:n0286.sg01.s01	Velez’s lexical entry for 'Anas'	
lexicalEntry:n0287.e01	ontolex:Word			lilaLemma:88907		lexicalSense:n0287.sg01.s01	Velez’s lexical entry for 'Anastrophe'	
lexicalEntry:n0288.e01	ontolex:Word			lilaLemma:88935		lexicalSense:n0288.sg01.s01	Velez’s lexical entry for 'Anceps'	Compositum à Caput.
lexicalEntry:n0289.e01	ontolex:Word			lilaLemma:16829		lexicalSense:n0289.sg01.s01	Velez’s lexical entry for 'Anchises'	
